season,round,raceId,circuitId,driverId,position,q1,q2,q3
2021,20,2021_20,losail,leclerc,13,1:22.742,1:22.463,
2021,20,2021_20,losail,ricciardo,14,1:22.688,1:22.597,
2021,20,2021_20,losail,russell,15,1:22.863,1:22.756,
2021,20,2021_20,losail,raikkonen,16,1:23.156,,
2021,20,2021_20,losail,latifi,17,1:23.213,,
2021,20,2021_20,losail,giovinazzi,18,1:23.262,,
2021,20,2021_20,losail,mick_schumacher,19,1:23.407,,
2021,20,2021_20,losail,mazepin,20,1:25.859,,
2021,21,2021_21,jeddah,hamilton,1,1:28.466,1:27.712,1:27.511
2021,21,2021_21,jeddah,bottas,2,1:28.057,1:28.054,1:27.622
2021,21,2021_21,jeddah,max_verstappen,3,1:28.285,1:27.953,1:27.653
2021,21,2021_21,jeddah,leclerc,4,1:28.310,1:28.459,1:28.054
2021,21,2021_21,jeddah,perez,5,1:28.021,1:27.946,1:28.123
2021,21,2021_21,jeddah,gasly,6,1:28.401,1:28.314,1:28.125
2021,21,2021_21,jeddah,norris,7,1:28.338,1:28.344,1:28.180
2021,21,2021_21,jeddah,tsunoda,8,1:28.503,1:28.222,1:28.442
2021,21,2021_21,jeddah,ocon,9,1:28.752,1:28.574,1:28.647
2021,21,2021_21,jeddah,giovinazzi,10,1:28.899,1:28.616,1:28.754
2021,21,2021_21,jeddah,ricciardo,11,1:28.216,1:28.668,
2021,21,2021_21,jeddah,raikkonen,12,1:28.856,1:28.885,
2021,21,2021_21,jeddah,alonso,13,1:28.944,1:28.920,
2021,21,2021_21,jeddah,russell,14,1:28.926,1:29.054,
2021,21,2021_21,jeddah,sainz,15,1:28.237,1:53.652,
2021,21,2021_21,jeddah,latifi,16,1:29.177,,
2021,21,2021_21,jeddah,vettel,17,1:29.198,,
2021,21,2021_21,jeddah,stroll,18,1:29.368,,
2021,21,2021_21,jeddah,mick_schumacher,19,1:29.464,,
2021,21,2021_21,jeddah,mazepin,20,1:30.473,,
2021,22,2021_22,yas_marina,max_verstappen,1,1:23.322,1:22.800,1:22.109
2021,22,2021_22,yas_marina,hamilton,2,1:22.845,1:23.145,1:22.480
2021,22,2021_22,yas_marina,norris,3,1:23.553,1:23.256,1:22.931
2021,22,2021_22,yas_marina,perez,4,1:23.350,1:23.135,1:22.947
2021,22,2021_22,yas_marina,sainz,5,1:23.624,1:23.174,1:22.992
2021,22,2021_22,yas_marina,bottas,6,1:23.117,1:23.246,1:23.036
2021,22,2021_22,yas_marina,leclerc,7,1:23.467,1:23.202,1:23.122
2021,22,2021_22,yas_marina,tsunoda,8,1:23.428,1:23.404,1:23.220
2021,22,2021_22,yas_marina,ocon,9,1:23.764,1:23.420,1:23.389
2021,22,2021_22,yas_marina,ricciardo,10,1:23.829,1:23.448,1:23.409
2021,22,2021_22,yas_marina,alonso,11,1:23.846,1:23.460,
2021,22,2021_22,yas_marina,gasly,12,1:23.489,1:24.043,
2021,22,2021_22,yas_marina,stroll,13,1:24.061,1:24.066,
2021,22,2021_22,yas_marina,giovinazzi,14,1:24.118,1:24.251,
2021,22,2021_22,yas_marina,vettel,15,1:24.225,1:24.305,
2021,22,2021_22,yas_marina,latifi,16,1:24.338,,
2021,22,2021_22,yas_marina,russell,17,1:24.423,,
2021,22,2021_22,yas_marina,raikkonen,18,1:24.779,,
2021,22,2021_22,yas_marina,mick_schumacher,19,1:24.906,,
2021,22,2021_22,yas_marina,mazepin,20,1:25.685,,
